datetime,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3,temperature_2m,relative_humidity_2m,dew_point_2m,precipitation,surface_pressure,wind_speed_10m,wind_direction_10m,shortwave_radiation
25/08/2021 04:00:00,5,534.06,3.35,16.11,100.14,4.53,45.42,188.07,4.5,24.6645,14.805084,-3.8855,0,836.17957,3.671294,348.6901,454
25/08/2021 05:00:00,5,460.63,2.6,10.28,114.44,3.67,47.23,234.51,3.45,26.3645,12.697686,-4.5855,0,836.712,5.3999996,323.13004,667
25/08/2021 06:00:00,5,377.18,1.31,5.36,128.75,2.53,60.71,370.87,2.63,28.1645,11.254971,-4.7855,0,837.1185,9.178235,318.1799,838
25/08/2021 07:00:00,5,267.03,0.26,1.11,123.02,0.86,74.47,387.77,0.83,29.3645,10.341096,-4.9855,0,836.96704,10.703569,317.72638,950
25/08/2021 08:00:00,5,263.69,0.19,0.79,120.16,0.69,69.95,330.98,0.59,30.2645,9.819232,-4.9855,0,836.6625,10.948973,313.66785,991
25/08/2021 09:00:00,5,263.69,0.18,0.78,118.73,0.67,68.12,310.49,0.54,31.0145,9.195783,-5.2855,0,836.1142,10.703569,312.27362,960
25/08/2021 10:00:00,5,263.69,0.16,0.75,115.87,0.61,63.92,287.64,0.49,31.4145,8.853353,-5.4855,0,835.3927,10.739832,309.55963,858
25/08/2021 11:00:00,5,260.35,0.16,0.83,114.44,0.57,54.36,237.08,0.45,31.1645,9.048632,-5.3855,0,834.93665,10.990322,301.60745,693
25/08/2021 12:00:00,5,260.35,0.17,1.1,114.44,0.54,46.52,195.71,0.45,30.5645,9.506988,-5.1855,0,835.30963,11.440979,294.14554,484
25/08/2021 13:00:00,5,253.68,0.13,1.67,114.44,0.55,39.78,164.77,0.49,29.5145,9.833569,-5.5355,0,834.8751,11.620809,286.18927,256
25/08/2021 14:00:00,5,250.34,0.03,2.21,115.87,0.59,35.47,144.67,0.59,28.2645,10.294354,-5.8855,0,834.58746,8.891344,291.3707,60
25/08/2021 15:00:00,5,247,0,2.1,115.87,0.62,37.8,156.37,0.67,27.2145,10.738955,-6.1355,0,834.6448,7.4128532,299.0545,0
25/08/2021 16:00:00,5,257.02,0,2.74,113.01,0.89,44.63,190.32,1,25.7145,12.003647,-5.8355,0,834.3871,5.495161,301.60745,0
25/08/2021 17:00:00,5,273.71,0,3.73,110.15,1.25,51.41,221.46,1.49,26.3145,10.447277,-7.1855,0,834.85693,1.08,270,0
25/08/2021 18:00:00,5,283.72,0,4.37,108.72,1.48,56.38,248.82,1.76,25.6145,10.847418,-7.2355003,0,834.4196,2.0991426,149.03632,0
25/08/2021 19:00:00,5,347.14,0,9.25,94.41,1.97,59.12,255.49,3.67,24.6145,11.691862,-7.0355,0,833.6618,3.8773184,158.19853,0
25/08/2021 20:00:00,5,407.22,0,13.71,79.39,2.53,60.51,257.13,6.02,22.9645,13.314799,-6.6355,0,832.4838,4.2136917,160.0168,0
25/08/2021 21:00:00,5,420.57,0,14.57,73.67,2.95,61.37,261.83,8.11,21.8145,14.333919,-6.5855,0,831.475,4.39436,145.0079,0
25/08/2021 22:00:00,5,427.25,0,14.22,71.53,3.4,62.55,268.67,10.01,21.7645,14.158948,-6.7855,0,831.3661,4.39436,145.0079,0
25/08/2021 23:00:00,5,433.92,0,13.88,68.67,3.79,63.79,273.69,10.89,20.8645,15.0195055,-6.7355,0,830.981,5.00128,149.74365,0
26/08/2021 00:00:00,5,447.27,0,14.22,65.09,4.17,64.97,278.61,10.89,21.1145,15.367622,-6.2355,0,831.443,4.39436,145.0079,0
26/08/2021 01:00:00,5,467.3,0,15.94,60.8,4.59,66.22,281.75,10.51,20.8645,15.96681,-5.9355,0,831.39545,4.198285,149.03632,0
26/08/2021 02:00:00,5,600.82,0.34,25.36,50.07,5.48,69.41,289.08,10.77,20.9145,16.22359,-5.6855,0,831.8361,3.7585104,163.30067,42
26/08/2021 03:00:00,5,867.84,7.26,35.64,42.56,6.86,74.24,301.95,10.77,21.8145,15.529141,-5.5355,0,832.5531,2.8799999,180,225
26/08/2021 04:00:00,5,574.11,4.25,18.34,87.98,6.32,72.14,345.31,5.07,24.4645,13.741065,-5.0355,0,833.83435,2.5455842,278.13,453
26/08/2021 05:00:00,5,540.73,3.74,13.71,105.86,6.08,74.86,359.17,4.5,26.2645,12.487088,-4.8855,0,834.5823,6.4096174,308.15726,665
26/08/2021 06:00:00,5,494,2.35,9.51,133.04,5.19,77.23,357.91,3.93,28.0145,11.183568,-4.9855,0,834.8789,7.2,323.13,833
26/08/2021 07:00:00,5,293.73,0.42,1.8,127.32,1.67,67.72,297.28,1.22,29.7645,10.143648,-4.9355,0,834.99866,8.699793,335.55606,943
26/08/2021 08:00:00,5,267.03,0.24,1.05,124.45,1.07,60.12,250.44,0.83,31.0145,9.126333,-5.3855,0,834.69653,10.30883,335.22488,984
26/08/2021 09:00:00,5,263.69,0.21,0.95,121.59,0.92,56.9,232.31,0.76,31.7645,8.646215,-5.5355,0,834.2287,11.269782,333.43503,952
26/08/2021 10:00:00,5,257.02,0.18,0.85,120.16,0.73,54.08,220.19,0.67,32.114502,8.704439,-5.1855,0,833.64813,10.966713,336.8014,851
26/08/2021 11:00:00,5,250.34,0.17,0.9,118.73,0.63,52.09,216.35,0.63,32.114502,8.803799,-5.0355,0,833.31433,10.383987,326.3099,688
26/08/2021 12:00:00,5,247,0.16,1.15,118.73,0.58,50.02,216.11,0.6,31.3145,9.60298,-4.4855,0,833.7589,10.948973,313.66785,480
26/08/2021 13:00:00,5,263.69,0.2,2.87,110.15,0.77,53.08,230.37,0.81,30.3645,10.330732,-4.2355,0,833.71045,11.4862,302.1957,251
26/08/2021 14:00:00,5,293.73,0.05,4.97,101.57,1.01,60.51,258.45,1.22,29.1645,11.111138,-4.1855,0,833.61896,7.0911775,293.9625,58
26/08/2021 15:00:00,5,310.42,0,5.14,94.41,1.12,67.95,288.41,1.52,27.6645,14.706053,-1.5855,0,833.28906,3.5455887,293.9625,0
26/08/2021 16:00:00,5,337.12,0,6.17,88.69,1.37,73.76,309.33,2.22,28.1645,11.774933,-4.1855,0,833.9549,0.35999998,270,0
26/08/2021 17:00:00,5,380.52,0,8.31,81.54,1.76,78.27,321.58,3.17,27.3145,12.514484,-4.0355,0,833.69635,3.096837,144.46223,0
26/08/2021 18:00:00,5,413.9,0,10.45,76.53,2.09,80.77,331.71,3.9,24.7145,15.727601,-3.0355,0,832.38336,4.829907,153.43501,0
26/08/2021 19:00:00,5,487.33,0,16.28,62.94,2.5,83.02,326.77,5.57,23.2645,17.222958,-2.9854999,0,831.55914,5.8603754,169.3804,0
26/08/2021 20:00:00,5,547.41,0,21.25,49.35,3.01,84.46,328.45,7.41,22.5145,17.95655,-3.0355,0,831.00726,5.8048253,172.87508,0
26/08/2021 21:00:00,5,560.76,0,21.94,43.27,3.31,84.75,328.84,8.87,22.9145,17.139004,-3.3354998,0,831.0474,5.0142193,158.96242,0
26/08/2021 22:00:00,5,567.44,0,21.25,40.77,3.64,85.53,325.93,10.01,22.9145,16.948292,-3.4854999,0,831.2134,4.5536795,161.56496,0
26/08/2021 23:00:00,5,567.44,0,20.22,40.41,3.93,86.81,317.86,11.02,21.4645,18.7211,-3.3354998,0,830.62994,5.1544156,167.90526,0
27/08/2021 00:00:00,5,560.76,0,19.54,42.2,4.23,86.62,302.64,12.16,22.2645,18.096447,-3.1355,0,831.3761,4.3498964,155.55606,0
27/08/2021 01:00:00,5,567.44,0,20.22,43.63,4.59,85.65,284.82,12.79,21.9145,18.213196,-3.3354998,0,831.6097,4.3498964,155.55606,0
27/08/2021 02:00:00,5,687.6,0.42,28.79,35.76,5.42,86.26,267.1,12.54,21.1145,19.342112,-3.1855001,0,831.60876,4.379589,170.53775,40
27/08/2021 03:00:00,5,947.95,8.72,36.33,32.54,6.5,85.64,246.51,11.4,23.4145,16.32138,-3.5854998,0,833.21326,2.1897945,170.53775,221
27/08/2021 04:00:00,5,554.09,3.86,16.79,85.12,5.36,56.44,186.15,4.62,25.6145,13.174345,-4.6855,0,834.669,0.8049845,296.56497,448
27/08/2021 05:00:00,5,520.71,3.49,13.02,103,5.31,52.76,176.87,4.18,27.6645,11.200531,-5.2355,0,835.53625,4.198285,329.03632,660
27/08/2021 06:00:00,5,487.33,2.21,9,130.18,4.65,53.92,176.22,3.8,29.4645,9.750197,-5.6855,0,836.10004,7.4128532,330.9455,828
27/08/2021 07:00:00,5,273.71,0.33,1.46,124.45,1.31,41.55,157.43,1.05,30.7145,9.040445,-5.7355,0,836.1338,9.19939,329.42084,937
27/08/2021 08:00:00,5,250.34,0.21,0.94,124.45,0.89,40.68,156.5,0.78,31.6145,8.887085,-5.2855,0,835.9076,9.659814,333.43503,979
27/08/2021 09:00:00,5,250.34,0.22,1.01,125.89,0.89,40.96,156.79,0.79,32.364502,8.647494,-5.0855,0,835.6056,9.449572,342.25522,948
27/08/2021 10:00:00,5,250.34,0.21,1.05,127.32,0.84,40.96,155.88,0.79,32.9645,8.391669,-5.0355,0,835.06177,9.9571085,347.4712,846
27/08/2021 11:00:00,5,250.34,0.21,1.22,125.89,0.81,40.4,153.49,0.82,33.2145,8.305971,-4.9855,0,834.68176,10.028439,338.9624,682
27/08/2021 12:00:00,5,257.02,0.22,1.67,127.32,0.81,40.24,151.53,0.88,32.414497,8.688572,-4.9855,0,834.79517,11.090103,324.24603,475
27/08/2021 13:00:00,5,273.71,0.21,3.21,121.59,0.94,40.08,148.68,1.08,31.8645,9.203078,-4.6355,0,834.61115,11.525623,308.65982,248
27/08/2021 14:00:00,5,290.39,0.05,5.4,113.01,1.16,40.17,147.25,1.46,30.6145,9.770833,-4.7855,0,834.5003,5.4477882,277.59454,55
27/08/2021 15:00:00,5,297.07,0,6.26,105.86,1.31,41.25,152.81,1.92,28.7645,16.904667,1.2145001,0,834.5864,6.87779,173.99109,0
27/08/2021 16:00:00,5,300.41,0,6.26,100.14,1.52,47.1,186.53,2.85,25.8645,48.607483,14.2145,0,834.7957,11.592895,154.23073,0
27/08/2021 17:00:00,5,300.41,0,5.83,92.98,1.67,57.07,244.19,3.77,24.6145,52.02359,14.1145,0,834.99097,11.165805,159.22766,0
27/08/2021 18:00:00,5,283.72,0,4.5,89.41,1.55,64.26,295.1,3.93,24.1145,49.094173,12.7645,0,834.65186,10.137692,163.49556,0
27/08/2021 19:00:00,5,283.72,0,4.93,82.25,1.33,67.2,310.5,4.24,23.3145,53.400806,13.3145,0,834.324,10.661107,168.31065,0
27/08/2021 20:00:00,5,280.38,0,4.84,74.39,1.09,68.24,313.72,4.94,22.0145,61.064167,14.1645,0,833.48627,7.69592,169.21574,0
27/08/2021 21:00:00,5,267.03,0,3.98,69.38,0.93,69.07,322.3,5.64,20.7145,68.298874,14.6645,0,832.6432,6.2145634,169.99208,0
27/08/2021 22:00:00,5,270.37,0,4.2,62.23,0.98,70.14,331.05,7.28,20.0145,73.17626,15.0645,0,832.2765,7.5170207,163.30067,0
27/08/2021 23:00:00,5,280.38,0,4.84,57.22,1.22,70.78,339.46,10.13,19.0145,80.40683,15.5645,0,831.8327,7.289444,159.77505,0
28/08/2021 00:00:00,5,290.39,0,5.48,56.51,1.52,71.7,344.41,12.92,18.4645,71.724754,13.2645,0,830.6312,6.489992,160.55988,0
28/08/2021 01:00:00,5,307.08,0,6.86,56.51,1.83,72.19,348.76,15.45,17.6645,76.41148,13.4645,0,830.2894,6.725354,164.47583,0
28/08/2021 02:00:00,5,403.88,0.15,13.88,48.64,2.47,74.01,350.91,17.48,19.3645,69.369354,13.6145,0,831.5206,6.28713,166.75948,39
28/08/2021 03:00:00,5,614.17,4.75,23.65,39.34,3.22,77.91,355.43,16.97,22.4145,56.577423,13.3645,0,833.52765,3.9763298,174.80566,217
28/08/2021 04:00:00,5,467.3,3.55,13.71,73.67,3.28,74.89,332.87,8.04,25.3145,32.615868,7.7145,0,835.0152,1.484318,345.9637,442
28/08/2021 05:00:00,5,487.33,3.49,12.17,95.84,4.11,76.37,317.41,7.16,27.8145,19.189676,2.2145,0,835.9443,6.725354,344.47583,653
28/08/2021 06:00:00,5,473.98,1.98,8.65,134.47,4.83,81.55,309.63,6.52,29.8145,11.969728,-2.6855,0,836.44,10.24578,341.56494,822
28/08/2021 07:00:00,5,267.03,0.29,1.44,135.9,1.94,49.16,181.02,2.28,30.9645,10.133285,-4.0355,0,836.17316,11.753877,332.6502,932
28/08/2021 08:00:00,5,240.33,0.17,0.87,134.47,1.18,40.23,147.76,1.49,31.7645,9.90246,-3.7354999,0,835.8139,9.885262,326.88864,974
28/08/2021 09:00:00,5,236.99,0.17,0.89,137.33,1.07,39.19,143.57,1.39,32.364502,9.679754,-3.5854998,0,835.3552,8.427383,340.0168,936
28/08/2021 10:00:00,5,236.99,0.16,0.92,137.33,0.97,39.23,144.47,1.31,32.9645,9.605479,-3.2354999,0,834.7278,7.172949,342.47433,792
28/08/2021 11:00:00,5,240.33,0.16,1.06,135.9,0.89,39.98,149.17,1.35,32.664497,10.252367,-2.5855,0,834.1651,1.8,306.86996,672
28/08/2021 12:00:00,5,243.66,0.16,1.37,131.61,0.87,41.39,154.9,1.46,31.9145,9.211679,-4.5855,0,834.3018,3.6179552,264.2895,467
28/08/2021 13:00:00,5,263.69,0.2,3.26,118.73,1.15,43.05,161.39,1.95,30.4145,18.42473,3.7645001,0,834.40204,7.9932976,187.76508,240
28/08/2021 14:00:00,5,283.72,0.05,5.48,100.14,1.46,45.74,173.69,2.69,26.5145,53.869003,16.414501,0,833.95996,15.141414,151.60707,50
28/08/2021 15:00:00,5,283.72,0,5.23,85.83,1.48,49.23,194.88,3.23,24.7145,59.37274,16.2645,0,834.2942,13.979872,145.49142,0
28/08/2021 16:00:00,5,260.35,0,3.21,79.39,1.18,51.07,213.87,3.26,24.5145,60.85694,16.4645,0,834.7736,12.43434,157.8905,0
28/08/2021 17:00:00,5,243.66,0,2.19,77.96,1,51.42,226.17,2.98,23.3645,65.41927,16.5145,0,834.5988,12.72283,154.8852,0
28/08/2021 18:00:00,5,233.65,0,1.86,77.25,0.9,50.7,229.16,2.66,23.0145,66.39414,16.414501,0,834.3354,14.458382,161.11382,0
28/08/2021 19:00:00,5,233.65,0,1.99,76.53,0.84,50.47,226.81,2.6,22.1645,71.03018,16.664501,0,833.9787,11.043261,160.9743,0
28/08/2021 20:00:00,5,236.99,0,2.01,76.53,0.86,50.85,223.66,2.69,21.4145,75.78828,16.9645,0,833.34015,9.6932955,164.93146,0
28/08/2021 21:00:00,5,236.99,0,1.8,77.25,0.95,51.43,218.91,2.6,20.5645,80.3593,17.0645,0,832.8134,9.114471,170.9098,0
28/08/2021 22:00:00,5,247,0,2.29,72.24,0.89,51.98,210.08,2.82,19.7145,84.69664,17.0645,0,832.4502,8.905908,165.96373,0
28/08/2021 23:00:00,5,257.02,0,3.04,63.66,0.78,52.82,207.1,3.17,18.8645,89.86552,17.1645,0,832.0844,8.4042845,170.13426,0
29/08/2021 00:00:00,5,263.69,0,3.73,56.51,0.78,53.43,207.66,3.71,18.2645,93.30461,17.1645,0,831.76636,7.2805495,171.46931,0
29/08/2021 01:00:00,5,280.38,0,5.01,50.78,0.86,53.49,209.46,4.43,17.8645,94.77506,17.0145,0,831.7193,6.87779,173.99109,0
29/08/2021 02:00:00,5,347.14,0.1,10.11,43.27,1.19,54.33,212.26,4.75,18.7145,92.74007,17.5145,0,832.66736,6.638072,167.4712,37
29/08/2021 03:00:00,5,447.27,2.49,14.74,41.13,1.65,55.94,217.84,5,21.0145,78.412224,17.1145,0,834.1263,4.2136917,160.0168,213
29/08/2021 04:00:00,5,343.8,1.87,7.2,70.81,2.5,53.22,218.3,3.52,23.8145,53.182266,13.7145,0,835.49445,2.3051248,128.65984,434
29/08/2021 05:00:00,5,347.14,1.63,5.74,90.12,3.04,54.28,219.39,3.64,26.0645,38.561108,10.8645,0,836.31055,1.2979984,56.309914,641
29/08/2021 06:00:00,5,353.81,0.94,4.16,123.02,3.76,59.11,222.75,3.83,28.1645,25.93314,6.8145,0,836.7855,4.510787,331.38962,807
29/08/2021 07:00:00,5,263.69,0.24,1.26,120.16,1.73,51.01,195.89,2.25,29.9145,18.696054,3.5645,0,836.82294,6.4096174,321.8427,916
29/08/2021 08:00:00,5,243.66,0.14,0.98,118.73,1.19,46.95,180.46,1.84,30.8645,16.911205,2.9145,0,836.4574,4.39436,304.9921,904
29/08/2021 09:00:00,5,240.33,0.11,1.04,115.87,1.06,45.54,174.93,1.84,31.4145,16.216166,2.7645001,0,835.9766,2.968636,165.96373,821
29/08/2021 10:00:00,5,236.99,0.1,1.14,110.15,0.97,44.35,171.72,1.79,31.0145,22.004938,6.8145,0,835.61383,12.768586,158.4985,713
29/08/2021 11:00:00,5,233.65,0.12,1.11,104.43,0.86,42.03,165.65,1.74,30.1145,23.893074,7.2645,0,835.08813,18.919704,158.80588,504
29/08/2021 12:00:00,5,226.97,0.12,1.16,95.84,0.79,38.51,154.73,1.73,29.6145,27.879848,9.1145,0,835.1744,16.179985,159.14546,291
29/08/2021 13:00:00,5,233.65,0.11,1.91,89.41,0.95,35.71,143,1.95,27.6645,40.705006,13.1145,0,835.1201,16.489416,143.88057,167
29/08/2021 14:00:00,5,236.99,0.02,2.57,85.12,1.15,37.35,144,2.28,26.0645,51.399292,15.2645,0,834.897,14.33234,154.72232,37
29/08/2021 15:00:00,5,240.33,0,2.49,83.69,1.22,40.38,153.05,2.53,24.7645,58.44564,16.064499,0,835.5659,12.181625,161.0295,0
29/08/2021 16:00:00,5,233.65,0,1.91,82.25,1.13,40.43,151.7,2.6,23.8145,62.266148,16.164501,0,836.32477,13.70839,150.06857,0
29/08/2021 17:00:00,5,226.97,0,1.63,78.68,1.03,38.53,144.95,2.57,23.4145,63.988464,16.2145,0,836.2848,15.042659,158.96242,0
29/08/2021 18:00:00,5,223.64,0,1.52,75.82,0.91,37.85,144.24,2.47,22.6645,68.03337,16.4645,0,836.14624,12.074766,153.43501,0
29/08/2021 19:00:00,5,216.96,0,1.37,72.24,0.82,37.71,144.19,2.31,22.1645,67.50078,15.8645,0,836.0525,12.641076,160.0168,0
29/08/2021 20:00:00,5,213.62,0,1.26,70.1,0.91,35.37,134.08,2.25,21.5145,70.683495,15.9645,0,835.7138,10.365251,159.67677,0
29/08/2021 21:00:00,5,213.62,0,1.1,71.53,1.03,34.42,126.43,2.19,20.8645,74.03033,16.064499,0,835.20807,11.503113,159.86362,0
29/08/2021 22:00:00,5,220.3,0,1.25,72.24,1.04,35.04,123.23,2.38,20.1645,77.29609,16.064499,0,835.1721,9.449572,162.25523,0
29/08/2021 23:00:00,5,226.97,0,1.52,70.81,0.98,35.6,121.86,2.57,19.5645,79.71398,15.9645,0,835.18695,8.669949,175.23645,0
30/08/2021 00:00:00,5,233.65,0,1.91,69.38,0.94,36.12,122.27,2.72,18.7145,83.24859,15.8145,0,834.90216,8.209263,164.74483,0
30/08/2021 01:00:00,5,243.66,0,2.61,67.23,0.98,36.28,124.98,3.01,18.4645,84.56125,15.8145,0,835.10004,7.172949,162.47433,0
30/08/2021 02:00:00,5,280.38,0.02,5.18,64.37,1.25,36.73,128.04,3.58,19.2645,80.18369,15.7645,0,835.93915,6.725354,164.47583,35
30/08/2021 03:00:00,5,330.45,0.78,8.31,62.94,1.77,36.99,131.9,4.05,21.4645,69.10942,15.5645,0,837.4289,6.489992,160.55988,202
30/08/2021 04:00:00,5,317.1,1.26,6.34,74.39,2.12,36.26,131.68,3.55,24.1145,52.572575,13.8145,0,838.4721,5.6920996,161.56496,405
30/08/2021 05:00:00,5,313.76,1.15,5.18,85.12,2.33,35.87,129.14,3.55,26.3145,39.276546,11.3645,0,839.3476,5.8048253,172.87508,572
30/08/2021 06:00:00,5,313.76,0.78,4.2,98.71,2.53,36.3,126.44,3.64,27.7145,31.764196,9.4145,0,839.7228,5.4477882,172.40544,673
30/08/2021 07:00:00,5,250.34,0.24,1.59,98.71,1.34,38.6,145.04,2.22,28.2145,27.126417,7.5145,0,839.7244,7.5170207,163.30067,720
30/08/2021 08:00:00,5,233.65,0.14,1.09,95.84,1,39.14,144.66,1.81,28.6145,26.866798,7.7145,0,839.42535,10.239453,169.8754,686
30/08/2021 09:00:00,5,230.31,0.1,1.03,94.41,0.91,36.25,127.39,1.69,28.4145,27.273478,7.7645,0,838.90875,10.30883,155.22488,509
30/08/2021 10:00:00,5,230.31,0.11,1.07,92.98,0.91,34.76,122.17,1.62,28.7645,26.094564,7.4145,0,838.33417,9.504273,155.37645,569
30/08/2021 11:00:00,5,230.31,0.13,1.07,94.41,0.88,34,121.53,1.57,29.1145,25.31026,7.2645,0,837.84235,10.703569,160.34608,512
30/08/2021 12:00:00,5,230.31,0.14,1.23,94.41,0.86,33.5,120.07,1.58,28.5645,27.22149,7.8645,0,837.98456,15.0038395,149.74365,364
30/08/2021 13:00:00,5,236.99,0.1,1.95,91.55,0.97,30.91,110.78,1.74,27.6145,31.950417,9.4145,0,837.8414,13.891522,148.78166,189
30/08/2021 14:00:00,4,247,0.01,2.68,88.69,1.12,27.72,97.13,1.98,27.1145,36.247723,10.8645,0,837.6729,9.107359,161.56496,37
30/08/2021 15:00:00,4,250.34,0,2.66,87.98,1.16,27.29,94,2.12,26.1145,40.94277,11.8145,0,838.08203,9,143.13002,0
30/08/2021 16:00:00,5,247,0,2.25,88.69,1.16,30.67,103.58,2.25,25.5145,44.8626,12.6645,0,838.77435,8.891344,158.62932,0
30/08/2021 17:00:00,5,243.66,0,1.97,87.98,1.22,34.52,114.78,2.25,24.8145,49.120678,13.4145,0,838.7489,12.72283,154.8852,0
30/08/2021 18:00:00,5,236.99,0,1.86,85.83,1.33,35.06,114.7,2.12,23.9145,52.01081,13.4645,0,838.6184,10.739832,140.44037,0
30/08/2021 19:00:00,5,226.97,0,1.65,83.69,1.36,31.76,101.83,1.81,23.4145,52.734493,13.2145,0,838.4432,10.630672,151.69934,0
30/08/2021 20:00:00,4,223.64,0,1.32,81.54,1.28,25.95,80.9,1.54,23.2145,51.321712,12.6145,0,838.2568,9.83268,156.2505,0
30/08/2021 21:00:00,4,220.3,0,1.07,80.82,1.1,20.59,62.76,1.39,22.5145,53.72074,12.6645,0,837.9766,8.766573,160.82089,0
30/08/2021 22:00:00,3,220.3,0,1.15,78.68,1.03,16.34,48.08,1.6,21.6145,57.122765,12.7645,0,837.83923,8.311245,162.3498,0
30/08/2021 23:00:00,3,223.64,0,1.31,76.53,1.01,14.36,39.63,1.98,21.2645,58.551624,12.8145,0,837.7388,9.227524,159.44388,0
31/08/2021 00:00:00,3,226.97,0,1.52,75.1,0.98,13.66,35.28,2.28,19.3145,66.9166,13.0145,0,837.1247,8.654986,163.0724,0
31/08/2021 01:00:00,2,233.65,0,1.95,74.39,1.03,13.74,33.84,2.57,19.0645,68.86013,13.2145,0,837.1576,8.373386,154.5367,0
